-48, 16, 100
-48, 18, 100
-48, 20, 100
-48, 22, 100
-48, 24, 100
-48, 26, 100
-48, 28, 100
-48, 30, 100
-48, 32, 100
-48, 34, 100
-48, 36, 100
-48, 38, 100
-48, 40, 100
-48, 42, 100
-48, 44, 100
-48, 46, 100
-48, 48, 100
-50, 48, 100
-52, 48, 100
-54, 48, 100
-56, 48, 100
-58, 48, 100
-60, 48, 100
-62, 48, 100
-60, 48, 100
-58, 48, 100
-56, 48, 100
-54, 48, 100
-52, 48, 100
-50, 48, 100
-48, 48, 100
-46.586, 49.414, 100
-45.172, 50.828, 100
-43.757, 52.243, 100
-42.343, 53.657, 100
-40.929, 55.071, 100
-39.515, 56.485, 100
-38.101, 57.899, 100
-36.686, 59.314, 100
-34.931, 59.905, 100
-32.931, 59.905, 100
-30.931, 59.905, 100
-28.931, 59.905, 100
-26.931, 59.905, 100
-24.931, 59.905, 100
-22.931, 59.905, 100
-20.931, 59.905, 100
-18.931, 59.905, 100
-16.931, 59.905, 100
-14.931, 59.905, 100
-12.931, 59.905, 100
-10.931, 59.905, 100
-8.931, 59.905, 100
-6.931, 59.905, 100
-4.931, 59.905, 100
-2.931, 59.905, 100
-0.931, 59.905, 100
1.069, 59.905, 100
3.069, 59.905, 100
5.069, 59.905, 100
7.069, 59.905, 100
9.069, 59.905, 100
11.069, 59.905, 100
13.069, 59.905, 100
15.069, 59.905, 100
17.069, 59.905, 100
19.069, 59.905, 100
21.069, 59.905, 100
23.069, 59.905, 100
25.069, 59.905, 99.753
27.069, 59.905, 97.174
29.069, 59.905, 94.524
31.069, 59.905, 91.797
33.069, 59.905, 88.987
35.069, 59.905, 86.086
37.069, 59.905, 83.083
39.069, 59.905, 79.967
41.069, 59.905, 76.725
43.069, 59.905, 73.34
45.069, 59.905, 69.791
47.069, 59.905, 66.051
49.069, 59.905, 62.086
49.773, 58.861, 59.454
48.99, 57.029, 65.647
47.828, 55.407, 75.451
46.372, 54.04, 79.762
44.751, 52.872, 86.246
43.007, 51.896, 88.539
41.193, 51.054, 90.344
39.33, 50.327, 90.084
37.428, 49.71, 87.22
35.502, 49.172, 84.258
33.558, 48.705, 81.187
31.599, 48.3, 77.996
29.629, 47.958, 74.669
27.65, 47.668, 71.186
25.665, 47.427, 67.524
23.674, 47.236, 63.652
21.679, 47.097, 59.528
19.681, 47.016, 55.096
17.681, 47.016, 50.276
16.649, 47.399, 47.414
18.632, 47.649, 95.206
20.627, 47.798, 97.961
22.624, 47.903, 98.537
24.622, 47.986, 98.691
26.622, 48, 100
28.622, 48, 100
30.622, 48, 100
32.622, 48, 100
34.622, 48, 100
36.622, 48, 100
38.622, 48, 100
40.622, 48, 100
42.622, 48, 100
44.622, 48, 100
46.622, 48, 100
48.622, 48, 100
50.622, 48, 100
52.622, 48, 100
54.622, 48, 100
56.622, 48, 100
58.622, 48, 100
60.622, 48, 100
62.622, 48, 100
63.378, 48, 100
61.378, 48, 100
59.378, 48, 100
57.378, 48, 100
55.378, 48, 100
53.378, 48, 100
51.378, 48, 100
49.378, 48, 100
47.378, 48, 100
45.378, 48, 100
43.378, 48, 100
41.378, 48, 100
39.378, 48, 100
37.378, 48, 100
35.378, 48, 100
33.378, 48, 100
31.378, 48, 100
29.378, 48, 100
27.378, 48, 100
25.378, 48, 100
25.256, 46.398, 100
25.572, 44.423, 100
25.888, 42.449, 100
26.204, 40.474, 100
26.52, 38.499, 100
26.836, 36.524, 100
27.152, 34.549, 100
27.468, 32.574, 100
27.784, 30.599, 100
28.1, 28.624, 100
28.416, 26.649, 100
28.732, 24.675, 100
29.048, 22.7, 100
29.364, 20.725, 100
29.68, 18.75, 100
29.996, 16.775, 100
30.312, 14.8, 100
30.628, 12.825, 100
30.944, 10.85, 100
31.26, 8.876, 100
31.576, 6.901, 100
31.892, 4.926, 100
32.208, 2.951, 100
32.524, 0.976, 100
32.84, -0.999, 100
33.156, -2.974, 100
33.472, -4.949, 100
33.788, -6.923, 100
34.104, -8.898, 100
34.42, -10.873, 100
34.736, -12.848, 100
35.052, -14.823, 100
35.368, -16.798, 100
35.684, -18.773, 99.335
36, -20.748, 96.744
36.316, -22.723, 94.082
36.632, -24.697, 91.342
36.948, -26.672, 88.518
37.264, -28.647, 85.6
37.58, -30.622, 82.579
37.896, -32.597, 79.444
38.211, -34.572, 76.18
38.527, -36.547, 72.769
38.843, -38.522, 69.191
39.159, -40.496, 65.417
39.475, -42.471, 61.411
39.791, -44.446, 57.126
40.107, -46.421, 52.491
40.423, -48.396, 47.406
40.739, -50.371, 41.706
40.98, -51.65, 37.532
41.128, -49.663, 30.041
42.011, -47.893, 20
